name,price_correspondance,collection,price
CHAKKI ATTA PILSBURY 1KG,'/products/chakki-atta-pilsbury-1kg',wheat-flours,$2.99
Ashirvaad wheat flour (Atta) 5kg,'/products/aashrivaad-whole-wheat-atta-5kg',wheat-flours,$8.99
"Medium Grain White rice, Sunrice 5kg",'/products/medium-grain-white-rice-sunrice-5kg',white-rice,$16.99
"Long Grain White Rice, Black & Gold 2kg",'/products/long-grain-rice-b-g-2kg',white-rice,$4.50
PURE POOJA COTTON WICKS,'/products/pure-pooja-cotton-wicks',wicks-diya,$1.25
BRASS PANCH DIYA AARTI,'/products/brass-panch-diya-aarti',wicks-diya,$14.99
RADHE JYOT BATTI,'/products/radhe-jyot-batti',wicks-diya,$1.99
KUMKUM WICKS 200PC,'/products/kumkum-wicks-200pc',wicks-diya,$3.99
JYOT BATTI,'/products/jyot-batti',wicks-diya,$1.00
TULSI DIYA,'/products/tulsi-diya',wicks-diya,$3.59
"RAW MITTI YUM DIYA 5"""" DIA",'/products/raw-mitti-yum-diya-5-dia',wicks-diya,$2.23
PLAIN EARTHEN DIYA 6PK,'/products/plain-earthen-diya-6pk',wicks-diya,$2.99
PLAIN CLAY DIYA MEDIUM,'/products/plain-clay-diya-medium',wicks-diya,$1.32
YOGHURT SHREE GANESHA 5KG,'/products/yoghurt-sai-shree-5kg',yoghurt,$15.00
YOGHURT SAI SHREE 2KG,'/products/yoghurt-sai-shree-2kg',yoghurt,$9.00
YOGHURT SAI SHREE 1KG,'/products/yoghurt-sai-shree-1kg',yoghurt,$5.50
YOGHURT 2KG SHREE GANESHA,'/products/yoghurt-2kg-shree-ganesha',yoghurt,$8.50
YOGHURT 1KG SHREE GANESHA,'/products/yoghurt-1kg-shree-ganesha',yoghurt,$5.00
SHARMA KITCHEN YOGHURT 2KG,'/products/sharmas-yoghurt-2kg',yoghurt,$9.30
SHARMA KITCHEN YOGHURT 1KG,'/products/sharmas-yoghurt-1kg',yoghurt,$6.00
NATURAL POT SET YOGHURT FU 200G,'/products/natural-pot-set-yoghurt-200g',yoghurt,$2.30
CHRIS'  GREEK STYLE YOGHURT 1KG,'/products/chris-authentic-greek-style-yoghurt-thick-and-creamy-1kg',yoghurt,$6.00
